unitid,institution name,year,institution name,IC2021.Open admission policy,IC2021.Institutional control or affiliation,IC2021.Religious affiliation,IC2021mission.Mission statement,IC2021mission.Mission statement URL (if mission statement not provided),HD2021.Institution size category,HD2021.State abbreviation,HD2021.FIPS state code,HD2021.Sector of institution,HD2021.Level of institution,HD2021.Control of institution,HD2021.Degree-granting status,HD2021.Historically Black College or University,HD2021.Tribal college,HD2021.Land Grant Institution,HD2021.Degree of urbanization (Urban-centric locale),HD2021.Institutional category,HD2021.Carnegie Classification 2021: Basic,,,,,,,,,,,,,,
216807,Westminster College,2021,Westminster College,No,Private not-for-profit (religious affiliation),Presbyterian Church (USA),,www.westminster.edu/about/mission.cfm,"1,000 - 4,999",Pennsylvania,Pennsylvania,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,No,No,Not a Land Grant Institution,Town: Fringe,"Degree-granting, primarily baccalaureate or above",Baccalaureate Colleges: Arts & Sciences Focus,,,,,,,,,,,,,,
216816,Westminster Theological Seminary,2021,Westminster Theological Seminary,Not applicable,Private not-for-profit (religious affiliation),Other Protestant,,https://www.wts.edu/about/mission-values,"Under 1,000",Pennsylvania,Pennsylvania,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,No,No,Not a Land Grant Institution,Suburb: Large,"Degree-granting, graduate with no undergraduate degrees",Special Focus Four-Year: Faith-Related Institutions,,,,,,,,,,,,,,
216825,Westmoreland County Community College,2021,Westmoreland County Community College,Yes,Public,Not applicable,,https://westmoreland.edu/about/leadership/mission-strategic-plan.html,"1,000 - 4,999",Pennsylvania,Pennsylvania,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,No,No,Not a Land Grant Institution,Rural: Fringe,"Degree-granting, associate's and certificates",Associate's Colleges: High Career & Technical-High Nontraditional,,,,,,,,,,,,,,
216852,Widener University,2021,Widener University,No,Private not-for-profit (no religious affiliation),Not applicable,,https://www.widener.edu/about/strategy-mission-history,"5,000 - 9,999",Pennsylvania,Pennsylvania,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,No,No,Not a Land Grant Institution,Suburb: Large,"Degree-granting, primarily baccalaureate or above",Doctoral/Professional Universities,,,,,,,,,,,,,,
216931,Wilkes University,2021,Wilkes University,No,Private not-for-profit (no religious affiliation),Not applicable,,https://www.wilkes.edu/campus-life/student-development/civic-engagement/mission-vision.aspx,"5,000 - 9,999",Pennsylvania,Pennsylvania,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,No,No,Not a Land Grant Institution,City: Small,"Degree-granting, primarily baccalaureate or above",Doctoral/Professional Universities,,,,,,,,,,,,,,
216940,Williamson College of the Trades,2021,Williamson College of the Trades,No,Private not-for-profit (no religious affiliation),Not applicable,Williamson College of the Trades prepares deserving young men to be respected leaders and productive members of society.,,"Under 1,000",Pennsylvania,Pennsylvania,"Private not-for-profit, 2-year",At least 2 but less than 4 years,Private not-for-profit,Degree-granting,No,No,Not a Land Grant Institution,Suburb: Large,"Degree-granting, associate's and certificates",Associate's Colleges: High Career & Technical-High Traditional,,,,,,,,,,,,,,
217013,Wilson College,2021,Wilson College,No,Private not-for-profit (religious affiliation),Presbyterian Church (USA),"Wilson College empowers students to be confident and critical thinkers, creative visionaries, effective communicators, honorable leaders, and agents of justice.",,"1,000 - 4,999",Pennsylvania,Pennsylvania,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,No,No,Not a Land Grant Institution,City: Small,"Degree-granting, primarily baccalaureate or above",Master's Colleges & Universities: Medium Programs,,,,,,,,,,,,,,
217040,Yeshivath Beth Moshe,2021,Yeshivath Beth Moshe,No,Private not-for-profit (religious affiliation),Jewish,The purpose is to establish, maintain, and conduct a college division in accordance with the requirements of AARTS and the U.S. Dept. of Education; and to teach students of all ages the history, philosophy, ethics, traditions, culture and purposes of the Jewish Orthodox Faith, particularly, but not by way of limitation, as set forth in the Torah, Prophets, Writings, Code of Laws, Talmud," Tractates and Commentaries pertaining to such studies.""""",,"Under 1,000",Pennsylvania,Pennsylvania,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,No,No,Not a Land Grant Institution,City: Small,"Degree-granting, primarily baccalaureate or above",Special Focus Four-Year: Faith-Related Institutions
217059,York College of Pennsylvania,2021,York College of Pennsylvania,No,Private not-for-profit (no religious affiliation),Not applicable,,www.ycp.edu/about-york/mission-and-vision/,"1,000 - 4,999",Pennsylvania,Pennsylvania,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,No,No,Not a Land Grant Institution,Suburb: Midsize,"Degree-granting, primarily baccalaureate or above",Master's Colleges & Universities: Small Programs,,,,,,,,,,,,,,
217077,YTI Career Institute-York,2021,YTI Career Institute-York,Yes,Private for-profit,Not applicable,,www.yti.edu/aboutYTI/mission.asp,"Under 1,000",Pennsylvania,Pennsylvania,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,No,No,Not a Land Grant Institution,Suburb: Midsize,"Degree-granting, associate's and certificates",Associate's Colleges: High Career & Technical-High Traditional,,,,,,,,,,,,,,
217156,Brown University,2021,Brown University,No,Private not-for-profit (no religious affiliation),Not applicable,"The mission of Brown University is to serve the community, the nation, and the world by discovering, communicating, and preserving knowledge and understanding in a spirit of free inquiry, and by educating and preparing students to discharge the offices of life with usefulness and reputation. We do this through a partnership of students and teachers in a unified community known as a university-college.",,"10,000 - 19,999",Rhode Island,Rhode Island,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,No,No,Not a Land Grant Institution,City: Midsize,"Degree-granting, primarily baccalaureate or above",Doctoral Universities: Very High Research Activity,,,,,,,,,,,,,,
217165,Bryant University,2021,Bryant University,No,Private not-for-profit (no religious affiliation),Not applicable,,https://www.bryant.edu/about/strategic-initiatives.htm,"1,000 - 4,999",Rhode Island,Rhode Island,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,No,No,Not a Land Grant Institution,Suburb: Large,"Degree-granting, primarily baccalaureate or above",Master's Colleges & Universities: Larger Programs,,,,,,,,,,,,,,
217235,Johnson & Wales University-Providence,2021,Johnson & Wales University-Providence,No,Private not-for-profit (no religious affiliation),Not applicable,,https://www.jwu.edu/about-jwu/mission-and-guiding-principles.html,"5,000 - 9,999",Rhode Island,Rhode Island,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,No,No,Not a Land Grant Institution,City: Midsize,"Degree-granting, primarily baccalaureate or above",Master's Colleges & Universities: Larger Programs,,,,,,,,,,,,,,
217305,New England Institute of Technology,2021,New England Institute of Technology,No,Private not-for-profit (no religious affiliation),Not applicable,"The mission of New England Institute of Technology (NEIT) is to provide specialized undergraduate and graduate degree programs which prepare students for professional and technical careers. Through the combination of professional and technical courses and an integrated liberal arts core, academic programs emphasize the relevance of continuous learning to personal and professional growth.  Upon successful completion, graduates are prepared to enter the workforce or to continue their education.  As an extension of the primary mission, NEIT offers the opportunity to pursue professional and technological studies to satisfy personal interests. As an institution primarily devoted to teaching, NEIT provides opportunities for students from diverse educational backgrounds and with varying levels of ability to study in a variety of technological fields.",,"1,000 - 4,999",Rhode Island,Rhode Island,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,No,No,Not a Land Grant Institution,Suburb: Large,"Degree-granting, not primarily baccalaureate or above",Master's Colleges & Universities: Small Programs,,,,,,,,,,,,,,
217323,New England Tractor Trailer Training School of Rhode Island,2021,New England Tractor Trailer Training School of Rhode Island,Yes,Private for-profit,Not applicable,,nettts.com/locations/pawtucket-ri-cdl-hvac-training-program/,"Under 1,000",Rhode Island,Rhode Island,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Not a Land Grant Institution,Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
217402,Providence College,2021,Providence College,No,Private not-for-profit (religious affiliation),Roman Catholic,,about.providence.edu/mission/,"1,000 - 4,999",Rhode Island,Rhode Island,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,No,No,Not a Land Grant Institution,City: Midsize,"Degree-granting, primarily baccalaureate or above",Master's Colleges & Universities: Larger Programs,,,,,,,,,,,,,,
217420,Rhode Island College,2021,Rhode Island College,No,Public,Not applicable,,https:////www.ric.edu/meet-rhode-island-college/mission-vision-core-values,"5,000 - 9,999",Rhode Island,Rhode Island,"Public, 4-year or above",Four or more years,Public,Degree-granting,No,No,Not a Land Grant Institution,Suburb: Large,"Degree-granting, primarily baccalaureate or above",Master's Colleges & Universities: Larger Programs,,,,,,,,,,,,,,
217475,Community College of Rhode Island,2021,Community College of Rhode Island,Yes,Public,Not applicable,,https://www.ccri.edu/about/index.html#mission,"10,000 - 19,999",Rhode Island,Rhode Island,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,No,No,Not a Land Grant Institution,City: Small,"Degree-granting, associate's and certificates",Associate's Colleges: High Transfer-High Traditional,,,,,,,,,,,,,,
217484,University of Rhode Island,2021,University of Rhode Island,No,Public,Not applicable,,https://web.uri.edu/about/leadership,"10,000 - 19,999",Rhode Island,Rhode Island,"Public, 4-year or above",Four or more years,Public,Degree-granting,No,No,Land Grant Institution,Suburb: Large,"Degree-granting, primarily baccalaureate or above",Doctoral Universities: High Research Activity,,,,,,,,,,,,,,
217493,Rhode Island School of Design,2021,Rhode Island School of Design,No,Private not-for-profit (no religious affiliation),Not applicable,,https://www.risd.edu/about/mission-values/,"1,000 - 4,999",Rhode Island,Rhode Island,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,No,No,Not a Land Grant Institution,City: Midsize,"Degree-granting, primarily baccalaureate or above",Master's Colleges & Universities: Larger Programs,,,,,,,,,,,,,,
217518,Roger Williams University,2021,Roger Williams University,No,Private not-for-profit (no religious affiliation),Not applicable,,https://www.rwu.edu/who-we-are/our-vision,"1,000 - 4,999",Rhode Island,Rhode Island,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,No,No,Not a Land Grant Institution,Suburb: Large,"Degree-granting, primarily baccalaureate or above",Master's Colleges & Universities: Medium Programs,,,,,,,,,,,,,,
217536,Salve Regina University,2021,Salve Regina University,No,Private not-for-profit (religious affiliation),Roman Catholic,,salve.edu/about/mission-statement,"1,000 - 4,999",Rhode Island,Rhode Island,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,No,No,Not a Land Grant Institution,Suburb: Large,"Degree-granting, primarily baccalaureate or above",Master's Colleges & Universities: Larger Programs,,,,,,,,,,,,,,
